"","part_id","contact","part_age","cutoff_contact","cutoff_contact_100"
"2353","uk_G1_702875",0,"70-120",0,0
"2354","uk_G1_702877",0,"70-120",0,0
"2355","uk_G1_702880",0,"30-39",0,0
"2356","uk_G1_702884",0,"70-120",0,0
"2357","uk_G1_702897",0,"70-120",0,0
"2358","uk_G1_702899",0,"70-120",0,0
"2359","uk_G1_702910",0,"70-120",0,0
"2360","uk_G1_702912",0,"40-49",0,0
"2361","uk_G1_702913",0,"60-69",0,0
"2362","uk_G1_702920",0,"50-59",0,0
"2363","uk_G1_702924",0,"30-39",0,0
"2364","uk_G1_702927",0,"70-120",0,0
"2365","uk_G1_702928",0,"70-120",0,0
"2366","uk_G1_702929",0,"30-39",0,0
"2367","uk_G1_702931",0,"50-59",0,0
"2368","uk_G1_702937",0,"70-120",0,0
"2369","uk_G1_702942",0,"50-59",0,0
"2370","uk_G1_702946",0,"60-69",0,0
"2371","uk_G1_702947",0,"70-120",0,0
"2372","uk_G1_702952",0,"60-69",0,0
"2373","uk_G1_702959",0,"40-49",0,0
"2374","uk_G1_702961",0,"60-69",0,0
"2375","uk_G1_702962",0,"60-69",0,0
"2376","uk_G1_702963",0,"60-69",0,0
"2377","uk_G1_702966",0,"60-69",0,0
"2378","uk_G1_702972",0,"60-69",0,0
"2379","uk_G1_702974",0,"30-39",0,0
"2380","uk_G1_702975",0,"60-69",0,0
"2381","uk_G1_702976",0,"60-69",0,0
"2382","uk_G1_702987",0,"50-59",0,0
"2383","uk_G1_702989",0,"50-59",0,0
"2384","uk_G1_702990",0,"60-69",0,0
"2385","uk_G1_702995",0,"30-39",0,0
"2386","uk_G1_700201",0,"30-39",0,0
"2387","uk_G1_702037",0,"18-29",0,0
"2388","uk_G1_702237",0,"30-39",0,0
